"Protein" "estimate" "estimate1" "estimate2" "statistic" "p.value" "parameter" "conf.low" "conf.high" "method" "alternative" "x" "p_adjust_t_test"
"1" "TraesCS1A01G015600.1" -0.290420878142847 8.49630906698889 8.78672994513174 -5.5852124692339 7.99992693447327e-05 13.3564558874781 -0.402452118931884 -0.178389637353809 "Welch Two Sample t-test" "two.sided" NA 0.00491233608666823
"2" "TraesCS1A01G072200.1" -0.208785023447346 8.9589249145852 9.16770993803254 -7.23780916278676 3.5632310805623e-06 14.4665300866301 -0.270467820726841 -0.147102226167851 "Welch Two Sample t-test" "two.sided" NA 0.000773584579973397
"3" "TraesCS1A01G075000.1" 0.066925412856186 9.17514764317843 9.10822223032224 4.02005489200375 0.00083022896621582 17.6604101897445 0.0319012334292046 0.101949592283167 "Welch Two Sample t-test" "two.sided" NA 0.0211996089492139
"4" "TraesCS1A01G082200.1" -0.336148919642252 7.74309174201386 8.07924066165611 -6.06633098306298 3.55839676619707e-06 22.8497089721336 -0.450819581940806 -0.221478257343697 "Welch Two Sample t-test" "two.sided" NA 0.000773584579973397
"5" "TraesCS1A01G089500.1" -0.415050363545249 7.9171578953905 8.33220825893575 -4.27247194233165 0.000304188772960374 22.2282473606271 -0.616397409228436 -0.213703317862062 "Welch Two Sample t-test" "two.sided" NA 0.0113032623918084
"6" "TraesCS1A01G154400LC.1" -0.786367124582936 6.31239949682311 7.09876662140605 -4.96924964379351 4.173845552187e-05 24.68137858042 -1.11249567734449 -0.460238571821378 "Welch Two Sample t-test" "two.sided" NA 0.00364893141664077
"7" "TraesCS1A01G186200.1" -0.323136038296938 7.64087115635338 7.96400719465032 -4.26000044534854 0.000253541627926468 24.9979225685014 -0.479359949906811 -0.166912126687065 "Welch Two Sample t-test" "two.sided" NA 0.0101814411869384
"8" "TraesCS1A01G187000.1" -0.532359261467215 6.84965387677415 7.38201313824137 -5.13056508951095 2.72303606623297e-05 24.792455546388 -0.746152476749772 -0.318566046184657 "Welch Two Sample t-test" "two.sided" NA 0.0026982656491015
"9" "TraesCS1A01G217700.1" -0.297162114646914 8.47032569118949 8.7674878058364 -4.36116881171957 0.000491085418100254 15.9062130977895 -0.441677858155918 -0.152646371137911 "Welch Two Sample t-test" "two.sided" NA 0.0156359172009945
"10" "TraesCS1A01G246400.1" -0.277491863074655 7.26844504942219 7.54593691249685 -3.93689728755592 0.000642011267990345 23.3824037752642 -0.423169178169332 -0.131814547979977 "Welch Two Sample t-test" "two.sided" NA 0.0180955962857606
"11" "TraesCS1A01G265600.1" -0.276632801073697 8.02069288290798 8.29732568398167 -3.63323433047376 0.0020222257256272 17.2009877747282 -0.437130328669943 -0.116135273477452 "Welch Two Sample t-test" "two.sided" NA 0.0377253545692167
"12" "TraesCS1A01G270300.1" -0.0759192642205555 8.87828994232564 8.9542092065462 -4.37274343771339 0.000205072677857466 23.9785514370523 -0.111754222241796 -0.0400843061993146 "Welch Two Sample t-test" "two.sided" NA 0.00888878044024212
"13" "TraesCS1A01G278800.1" -0.260110394751253 7.83538217331773 8.09549256806898 -4.29416357863637 0.000258779090320207 23.5537944539526 -0.385252382581868 -0.134968406920638 "Welch Two Sample t-test" "two.sided" NA 0.0101891797547452
"14" "TraesCS1A01G348500.1" -0.0753644617041882 8.96954557992618 9.04491004163037 -5.30619368210371 9.49076629089479e-05 14.6656047810097 -0.105697909174799 -0.0450310142335778 "Welch Two Sample t-test" "two.sided" NA 0.00543926361427059
"15" "TraesCS1A01G355300.1" -0.295934212876141 7.58295544271568 7.87888965559182 -4.27002987532324 0.00024834125639255 24.9250000980639 -0.438692213188524 -0.153176212563757 "Welch Two Sample t-test" "two.sided" NA 0.0100861748068722
"16" "TraesCS1A01G379300.1" -0.0920684901509379 9.08032867290217 9.17239716305311 -3.82123907503143 0.001880106872644 13.9580993179722 -0.143759288517071 -0.0403776917848046 "Welch Two Sample t-test" "two.sided" NA 0.0363205664760215
"17" "TraesCS1A01G402500.1" -0.113357557296835 9.37093646195631 9.48429401925315 -4.95940526625439 6.81527509928997e-05 20.752223561842 -0.160926053065965 -0.0657890615277056 "Welch Two Sample t-test" "two.sided" NA 0.00456534921586204
"18" "TraesCS1A01G428400.1" -0.271884762058169 8.67263118591582 8.94451594797399 -4.56444943077152 0.000281487857596318 16.8383363963344 -0.397649442096952 -0.146120082019387 "Welch Two Sample t-test" "two.sided" NA 0.0107411966894903
"19" "TraesCS1B01G090600.1" -0.207312194068969 9.01668347086196 9.22399566493093 -7.62957632195264 8.04885508915033e-07 16.6039412208052 -0.264744821005764 -0.149879567132174 "Welch Two Sample t-test" "two.sided" NA 0.000773584579973397
"20" "TraesCS1B01G093600.1" 0.0660194804921002 9.16330455959148 9.09728507909938 3.78132971351682 0.00157510960364922 16.3955971554616 0.0290798030177663 0.102959157966434 "Welch Two Sample t-test" "two.sided" NA 0.0319858871481207
"21" "TraesCS1B01G107600.1" -0.215475901168681 7.9444456493947 8.15992155056338 -7.93908366149444 2.91924121605879e-08 24.728270716245 -0.271405318644096 -0.159546483693266 "Welch Two Sample t-test" "two.sided" NA 7.52872309621561e-05
"22" "TraesCS1B01G164900.1" -0.165771821273427 8.26798592976178 8.4337577510352 -3.78321549054985 0.00197432063592397 14.1832040627799 -0.259637693015486 -0.0719059495313687 "Welch Two Sample t-test" "two.sided" NA 0.0373023657146368
"23" "TraesCS1B01G194200.1" -0.40027572888862 7.56299269291739 7.96326842180601 -4.85252777013311 5.911435182844e-05 24.2125112328899 -0.570443732350662 -0.230107725426579 "Welch Two Sample t-test" "two.sided" NA 0.00435588323901562
"24" "TraesCS1B01G250600.1" -0.364182354612659 8.31543999264926 8.67962234726192 -7.27566187702933 1.42831357016519e-06 16.7245512482258 -0.469921561860309 -0.258443147365008 "Welch Two Sample t-test" "two.sided" NA 0.000773584579973397
"25" "TraesCS1B01G280600.1" -0.0653513865891302 8.92392754122162 8.98927892781075 -4.14018689030745 0.000429326563971284 21.9734379423238 -0.0980890343633365 -0.0326137388149239 "Welch Two Sample t-test" "two.sided" NA 0.0141952975446403
"26" "TraesCS1B01G361700.1" -0.0825475785016891 8.30693478171147 8.38948236021316 -4.33155291569032 0.00031533226872022 20.2747176379337 -0.122265847021759 -0.0428293099816196 "Welch Two Sample t-test" "two.sided" NA 0.0115353463975808
"27" "TraesCS1B01G375900LC.1" -0.272513307686106 8.53107009933012 8.80358340701622 -4.8228714844579 0.000104302176250109 19.9325942188959 -0.390404912514904 -0.154621702857308 "Welch Two Sample t-test" "two.sided" NA 0.00583496687768454
"28" "TraesCS1B01G410300.1" -0.428473778336492 7.61415231901856 8.04262609735505 -5.23470210267741 2.03354896749221e-05 24.9975214739578 -0.597053132921865 -0.259894423751118 "Welch Two Sample t-test" "two.sided" NA 0.00243931292426159
"29" "TraesCS1B01G464800.1" -0.264898398369377 8.3131370734618 8.57803547183117 -4.72994025114751 7.62398568504558e-05 24.8275203440942 -0.380282669676815 -0.149514127061939 "Welch Two Sample t-test" "two.sided" NA 0.00489203147941995
"30" "TraesCS1D01G013400.1" -0.261118457466894 8.52096380007054 8.78208225753743 -5.20743331681226 0.000222497928549823 11.9451865159145 -0.370427188451099 -0.15180972648269 "Welch Two Sample t-test" "two.sided" NA 0.00940692061852448
"31" "TraesCS1D01G052500.1" -0.40958833174602 7.92442324298152 8.33401157472754 -5.73376642757528 2.79180739906591e-05 16.4084048859053 -0.560716800787414 -0.258459862704627 "Welch Two Sample t-test" "two.sided" NA 0.0026982656491015
"32" "TraesCS1D01G074600.1" -0.20584555014355 9.00533583636126 9.21118138650481 -7.31440632065213 3.16002447776144e-06 14.4629508432202 -0.26602441339839 -0.14566668688871 "Welch Two Sample t-test" "two.sided" NA 0.000773584579973397
"33" "TraesCS1D01G077600.1" 0.0649828842229301 9.19314081277328 9.12815792855035 3.90940576156244 0.00119717317362766 16.4066033553727 0.0298162575068719 0.100149510938988 "Welch Two Sample t-test" "two.sided" NA 0.0266164621964286
"34" "TraesCS1D01G090000.1" -0.152880776969103 7.88834111733187 8.04122189430097 -5.91632779917031 3.61981263133406e-06 24.9009242345692 -0.206110990038569 -0.099650563899637 "Welch Two Sample t-test" "two.sided" NA 0.000773584579973397
"35" "TraesCS1D01G098100.1" -0.31346311703145 8.15783353723416 8.47129665426561 -4.0006680266974 0.000694003389133618 20.1471719605077 -0.476827467798815 -0.150098766264084 "Welch Two Sample t-test" "two.sided" NA 0.0190407951125064
"36" "TraesCS1D01G189600.1" -0.647213660994436 6.3881929228781 7.03540658387254 -3.54840836878159 0.00242522483238276 17.2451565480593 -1.03161818602489 -0.262809135963983 "Welch Two Sample t-test" "two.sided" NA 0.042261181369697
"37" "TraesCS1D01G190000.1" -0.340129076781346 7.66261939628698 8.00274847306833 -4.13996843032362 0.000352840085339216 24.6860922132186 -0.509444592990038 -0.170813560572653 "Welch Two Sample t-test" "two.sided" NA 0.0124361849451294
"38" "TraesCS1D01G191100.1" -0.279038610347158 8.5689141893175 8.84795279966465 -4.79705818702562 0.00011984624733295 19.3284605181826 -0.400647205481839 -0.157430015212476 "Welch Two Sample t-test" "two.sided" NA 0.00637285509013767
"39" "TraesCS1D01G238900.1" -0.418036043033478 8.29104164382449 8.70907768685796 -6.98955637443169 2.9394088129643e-06 16.108343726889 -0.544755479264034 -0.291316606802922 "Welch Two Sample t-test" "two.sided" NA 0.000773584579973397
"40" "TraesCS1D01G350000.1" -0.0611652128208782 8.40055978057954 8.46172499340042 -3.63444028539231 0.00163457530668153 20.1545815220776 -0.0962533373518526 -0.0260770882899037 "Welch Two Sample t-test" "two.sided" NA 0.0328059900072504
"41" "TraesCS1D01G350200.1" -0.295871316423103 7.72820906777967 8.02408038420278 -3.89647095393982 0.000886025637176727 20.1480236669853 -0.454190525543619 -0.137552107302587 "Welch Two Sample t-test" "two.sided" NA 0.0219022856573152
"42" "TraesCS1D01G403100.1" -0.716223950835309 6.84611391411487 7.56233786495018 -4.49491074372379 0.000146844050414154 24.2519411309077 -1.04490708721827 -0.387540814452347 "Welch Two Sample t-test" "two.sided" NA 0.0073379579190601
"43" "TraesCS1D01G451900LC.1" -0.13082343190651 8.43613075150226 8.56695418340877 -3.62305143841576 0.00239292241595627 15.4860134792401 -0.207577315754667 -0.0540695480583533 "Welch Two Sample t-test" "two.sided" NA 0.0419794659023876
"44" "TraesCS2A01G026600.1" -0.292180046031245 8.56439328881284 8.85657333484408 -5.5079527103846 9.36318625455917e-05 13.2675282700156 -0.406546535827154 -0.177813556235335 "Welch Two Sample t-test" "two.sided" NA 0.00542643985404676
"45" "TraesCS2A01G028700.1" -0.699074666681455 7.13949292151952 7.83856758820097 -4.82885915256958 8.09581190903723e-05 21.875782726788 -0.999408458316168 -0.398740875046743 "Welch Two Sample t-test" "two.sided" NA 0.00491272915609577
"46" "TraesCS2A01G056500.1" -0.233888991582555 7.33912860285957 7.57301759444212 -4.20762152290608 0.000511467792368531 18.3197734352772 -0.350526966497507 -0.117251016667603 "Welch Two Sample t-test" "two.sided" NA 0.0157032790061719
"47" "TraesCS2A01G124200.1" -0.0661022018515318 8.46114362681715 8.52724582866868 -3.35702989600563 0.002563397516019 24.5669179992535 -0.106692197377898 -0.0255122063251657 "Welch Two Sample t-test" "two.sided" NA 0.0439269248758339
"48" "TraesCS2A01G145800.1" -0.344426146690273 8.09894735165419 8.44337349834446 -6.28010766199843 5.89697804238392e-06 18.3128022736312 -0.459508176157336 -0.229344117223209 "Welch Two Sample t-test" "two.sided" NA 0.00101388709142054
"49" "TraesCS2A01G163600.1" -0.0911958579909786 9.77811629198406 9.86931214997504 -3.49130356771749 0.0026365068008367 17.8317291122529 -0.146110895803012 -0.0362808201789457 "Welch Two Sample t-test" "two.sided" NA 0.0447338884168279
"50" "TraesCS2A01G203600.1" -0.11066835693503 7.85342148767027 7.9640898446053 -3.69271360961292 0.00199805244503888 15.8606644748134 -0.174246006495002 -0.0470907073750566 "Welch Two Sample t-test" "two.sided" NA 0.0374761982236747
"51" "TraesCS2A01G218700.1" -0.172249455491274 7.8025732101785 7.97482266566978 -4.45276485078928 0.000769300798381219 12.126945200343 -0.256436264322548 -0.0880626466600002 "Welch Two Sample t-test" "two.sided" NA 0.0200406743335875
"52" "TraesCS2A01G221300.1" -0.198178218196841 8.14860145747716 8.346779675674 -5.91424121703594 3.60581013306185e-06 24.9588238163531 -0.267196340999388 -0.129160095394293 "Welch Two Sample t-test" "two.sided" NA 0.000773584579973397
"53" "TraesCS2A01G259000.1" -0.0830150457808116 8.41506812060272 8.49808316638353 -4.05797721104259 0.000460480695358865 23.8212099844511 -0.125253506344862 -0.0407765852167617 "Welch Two Sample t-test" "two.sided" NA 0.0150720483053793
"54" "TraesCS2A01G292000.1" -0.145730613692491 8.31259610969339 8.45832672338588 -4.82646120439651 7.02247067653681e-05 23.2010779313485 -0.208161911321467 -0.0832993160635152 "Welch Two Sample t-test" "two.sided" NA 0.00464383381404831
"55" "TraesCS2A01G311200.3" -0.318573048092691 8.80818835402717 9.12676140211986 -6.68430224138004 2.91418797379903e-06 17.9372623524829 -0.418727851261513 -0.218418244923869 "Welch Two Sample t-test" "two.sided" NA 0.000773584579973397
"56" "TraesCS2A01G315600.1" -0.360288062514281 8.18031788827346 8.54060595078774 -8.85601898755822 2.59048262073648e-08 19.7592042785869 -0.445217341059019 -0.275358783969542 "Welch Two Sample t-test" "two.sided" NA 7.52872309621561e-05
"57" "TraesCS2A01G434600.2" -0.208777538146963 8.44783309638504 8.656610634532 -3.98750677795951 0.000527847630542842 24.4802716523361 -0.316726883067496 -0.10082819322643 "Welch Two Sample t-test" "two.sided" NA 0.0158594338476582
"58" "TraesCS2A01G449900.1" -0.348316318237682 7.86233349948144 8.21064981771913 -4.02175871986243 0.000504568785033901 23.819642399975 -0.52713801312313 -0.169494623352235 "Welch Two Sample t-test" "two.sided" NA 0.0157032790061719
"59" "TraesCS2A01G478700.1" -0.0732403148446519 8.3331522366393 8.40639255148395 -4.47859054270502 0.000256608637902674 19.026229098281 -0.107465242823737 -0.0390153868655666 "Welch Two Sample t-test" "two.sided" NA 0.0101814411869384
"60" "TraesCS2A01G516500.1" -0.459224126133779 7.92139067757579 8.38061480370957 -5.89490949018823 1.46379798273317e-05 17.7995727749259 -0.62302195729267 -0.295426294974888 "Welch Two Sample t-test" "two.sided" NA 0.00198691315656255
"61" "TraesCS2B01G031200.1" -0.50150729905953 7.77275559418141 8.27426289324094 -5.67449732850788 1.19685522227371e-05 21.214146378439 -0.685188916459198 -0.317825681659862 "Welch Two Sample t-test" "two.sided" NA 0.00166848087472643
"62" "TraesCS2B01G040000.1" -0.285130216345639 8.602290102224 8.88742031856964 -5.8047395595498 5.10672830518085e-05 13.6105197972156 -0.390766198086369 -0.179494234604909 "Welch Two Sample t-test" "two.sided" NA 0.00399098554517013
"63" "TraesCS2B01G040500.1" -0.225077110823923 8.64792435831796 8.87300146914188 -3.91053863274464 0.000745608328799967 22.0863221543358 -0.344415045894901 -0.105739175752946 "Welch Two Sample t-test" "two.sided" NA 0.019722296204873
"64" "TraesCS2B01G062500.1" -0.522320354212389 7.96424239000505 8.48656274421744 -5.75725474076914 7.5376001201091e-06 22.7885454118582 -0.710093358821928 -0.334547349602849 "Welch Two Sample t-test" "two.sided" NA 0.00117814973998554
"65" "TraesCS2B01G063900.1" -0.09804325418696 8.52697962101845 8.62502287520541 -4.40796306694473 0.000194374747662987 23.5453993382442 -0.14399606201852 -0.0520904463553998 "Welch Two Sample t-test" "two.sided" NA 0.00849648261394652
"66" "TraesCS2B01G148000.1" -0.0910722028386353 9.10122681291516 9.1922990157538 -3.79618294249004 0.00187312639987809 14.4180615499129 -0.142387019347407 -0.0397573863298639 "Welch Two Sample t-test" "two.sided" NA 0.0363205664760215
"67" "TraesCS2B01G171200.1" -0.344575215394938 8.17103215164207 8.515607367037 -5.61558006576559 2.82168764850302e-05 17.4194231173597 -0.473797666844084 -0.215352763945792 "Welch Two Sample t-test" "two.sided" NA 0.0026982656491015
"68" "TraesCS2B01G181600.1" 0.207541357198025 8.43393889989822 8.2263975427002 4.35890755353992 0.000472590142221567 16.2241096295512 0.106719166335405 0.308363548060644 "Welch Two Sample t-test" "two.sided" NA 0.0153309431042694
"69" "TraesCS2B01G189300.1" -0.105228084012001 9.65341270882557 9.75864079283757 -4.12734664609368 0.00070975733489818 16.9248061549744 -0.159036748692896 -0.0514194193311063 "Welch Two Sample t-test" "two.sided" NA 0.0192680438600253
"70" "TraesCS2B01G200100.1" -0.559348318370494 7.68503482563185 8.24438314400235 -4.71852057739502 7.87201653338223e-05 24.8006082519182 -0.803592084313258 -0.315104552427731 "Welch Two Sample t-test" "two.sided" NA 0.00489203147941995
"71" "TraesCS2B01G244100.1" -0.174891934565821 7.81524147376253 7.99013340832835 -5.26464867248763 9.28124591841871e-05 15.1182867990239 -0.245650591061031 -0.104133278070611 "Welch Two Sample t-test" "two.sided" NA 0.00542643985404676
"72" "TraesCS2B01G287600.1" -0.0861160357703721 9.50290022986579 9.58901626563616 -3.88535086432678 0.00152541248566872 14.6450713667835 -0.133458013104201 -0.0387740584365428 "Welch Two Sample t-test" "two.sided" NA 0.0313469227134631
"73" "TraesCS2B01G333900.1" -0.497491042108045 7.75521020430218 8.25270124641023 -7.64898161883118 1.725526483987e-07 20.9111959584397 -0.632784457887607 -0.362197626328483 "Welch Two Sample t-test" "two.sided" NA 0.000296675520146832
"74" "TraesCS2B01G362700.1" -0.112213676931738 9.44211731926517 9.55433099619691 -4.08906859679251 0.00131267565275537 12.8315785257349 -0.17157848225185 -0.0528488716116259 "Welch Two Sample t-test" "two.sided" NA 0.028098946363285
"75" "TraesCS2B01G369100.1" -0.462914417773302 7.8574771415321 8.3203915593054 -4.30202296690339 0.000256579490875824 23.4116119481357 -0.685293675805473 -0.24053515974113 "Welch Two Sample t-test" "two.sided" NA 0.0101814411869384
"76" "TraesCS2B01G471800.1" -0.356068552285931 8.02178781668545 8.37785636897138 -3.58814826766666 0.00149398219689246 23.8104147342157 -0.560965087075438 -0.151172017496424 "Welch Two Sample t-test" "two.sided" NA 0.0308441506073386
"77" "TraesCS2B01G562300.1" -0.204815831807283 8.36532329614052 8.5701391279478 -3.57442304196404 0.00225434116904672 17.4606355336313 -0.325466590544677 -0.0841650730698884 "Welch Two Sample t-test" "two.sided" NA 0.0405153022646098
"78" "TraesCS2D01G006500.1" -0.672476513041939 7.03860712616935 7.71108363921129 -4.63308056956175 0.000393992988703999 13.9069631669884 -0.98398079497733 -0.360972231106549 "Welch Two Sample t-test" "two.sided" NA 0.0132824564427139
"79" "TraesCS2D01G023700.1" -0.268950924600517 7.73760896603464 8.00655989063516 -5.74803746113283 5.45974456936876e-06 24.9999158096628 -0.365316840157619 -0.172585009043415 "Welch Two Sample t-test" "two.sided" NA 0.00100576294602872
"80" "TraesCS2D01G029900.1" -0.855780063145037 6.22383018273204 7.07961024587708 -3.98465905588497 0.000516238213959497 24.9708516618503 -1.29813067186244 -0.413429454427636 "Welch Two Sample t-test" "two.sided" NA 0.0157559568497224
"81" "TraesCS2D01G031000.1" -0.58433981404408 7.34973202248869 7.93407183653277 -4.27113645344694 0.000276034409573937 23.4697246591765 -0.867042492562959 -0.301637135525201 "Welch Two Sample t-test" "two.sided" NA 0.0107324073725649
"82" "TraesCS2D01G047500.1" -0.682446312730304 7.73802762241763 8.42047393514793 -5.14330999262788 2.64249888567077e-05 24.7686278362008 -0.955848174932895 -0.409044450527712 "Welch Two Sample t-test" "two.sided" NA 0.0026982656491015
"83" "TraesCS2D01G154000.1" -0.0522681578705981 9.19563111479691 9.24789927266751 -3.29276404251862 0.0030155021163167 24.4511964066298 -0.0849977825550083 -0.0195385331861879 "Welch Two Sample t-test" "two.sided" NA 0.0495349041909603
"84" "TraesCS2D01G161900.2" 0.211922762233886 8.38350904320472 8.17158628097083 4.40019231191159 0.000418662137115312 16.4805469381866 0.110064965541064 0.313780558926708 "Welch Two Sample t-test" "two.sided" NA 0.0139319955047792
"85" "TraesCS2D01G170400.1" -0.102638468666443 9.65126036164549 9.75389883031194 -4.07326490183527 0.00072386407461786 17.8549216241129 -0.155608527372477 -0.0496684099604094 "Welch Two Sample t-test" "two.sided" NA 0.0194190939023248
"86" "TraesCS2D01G181000.1" -0.517972971982651 7.74272269770346 8.26069566968611 -4.42579431511746 0.00017029406965696 24.6052296944706 -0.75920737237591 -0.276738571589392 "Welch Two Sample t-test" "two.sided" NA 0.00784265010080894
"87" "TraesCS2D01G242500.1" 0.0739505121001756 8.22148905260952 8.14753854050934 3.72987078986363 0.00100058263962351 24.7467773263337 0.0330957477289488 0.114805276471402 "Welch Two Sample t-test" "two.sided" NA 0.0231435213236685
"88" "TraesCS2D01G264500.1" -0.0787707170849856 8.3996233398075 8.47839405689249 -3.90107839332714 0.000665407935243411 24.2759106537458 -0.120419981087449 -0.0371214530825221 "Welch Two Sample t-test" "two.sided" NA 0.0185101913837819
"89" "TraesCS2D01G267800.1" -0.0857303050179627 9.50113383312685 9.58686413814481 -3.85971073960043 0.00169970884411306 14.1649935118138 -0.133317417367214 -0.0381431926687113 "Welch Two Sample t-test" "two.sided" NA 0.0338498000692478
